,Reaction ID
2138,49192844
2139,49268806
2140,49840709
2141,50034063
2142,50164145
2143,50164146
2144,50164158
2145,50338645
2146,50530104
2147,50907003
2148,50907005
2149,51129359
2150,51129385
2151,51150390
2152,51150393
2153,51160047
2154,51160052
2155,51687624
2156,51687628
2157,51687630
2158,51824901
2159,52036316
2160,52214638
2161,52214677
2162,52214687
2163,52402534
2164,52402539
2165,52402542
2166,52402554
2167,52402588
2168,52402589
2169,52402591
2170,52710402
2171,52710404
2172,52867541
2173,52910274
2174,52970510
2175,52970515
2176,52972338
2177,53006884
2178,53102700
2179,53157311
2180,53157474
2181,53157476
2182,53157480
2183,53866334
2184,53866336
2185,53866476
2186,53866488
2187,53874846
2188,53963187
2189,54111251
2190,55729461
2191,55923165
2192,55923166
2193,55923167
2194,33135074
2195,34047386
2196,34282022
2197,42503983
2198,46486215
2199,47770094
2200,56135411
2201,56135422
2202,4828213
2203,5314034
2204,9974342
2205,10054573
2206,10242744
2207,25953521
2208,28915494
2209,29432866
2210,39386632
2211,40075380
2212,41614526
2213,46059854
2214,47490042
2215,8705385
2216,8705386
2217,9810350
2218,28211234
2219,31039432
2220,34047385
2221,34720321
2222,37668932
2223,44448690
2224,8866255
2225,28642561
2226,28886824
2227,31530075
2228,31530090
2229,33135072
2230,49247624
2231,8705383
2232,9766527
2233,9799277
2234,9810503
2235,9912928
2236,9951136
2237,11040127
2238,27944640
2239,29628329
2240,29819345
2241,34047298
2242,36123410
2243,37081617
2244,37642685
2245,37668917
2246,37668918
2247,37668920
2248,37668921
2249,37668927
2250,37668928
2251,37668930
2252,37668931
2253,51250017
2254,56753174
2255,9257565
2256,9761606
2257,9950997
2258,10068988
2259,29988371
2260,37668916
2261,28209366
2262,28694074
2263,32906995
2264,37668913
2265,37668924
2266,37668934
2267,39693469
2268,49086036
2269,32223114
2270,37086698
2271,37668919
2272,50381839
2273,50381841
2274,23655573
2275,37668922
2276,37668925
2277,37668926
2278,41172698
2279,29434336
2280,33436129
2281,37668909
2282,37668915
2283,38231336
2284,38556953
2285,56388627
2286,56388632
2287,56459695
2288,56758015
2289,56758017
2290,57526139
2291,57761556
2292,57761585
2293,57761590
2294,57761592
2295,57761715
2296,57761726
2297,57837166
2298,58092227
2299,58092233
2300,58092241
2301,58092245
2302,58092253
2303,58092257
2304,58092281
2305,58156218
2306,58156219
2307,58156220
2308,58156222
2309,58156223
2310,58207378
2311,58207511
2312,58238762
2313,58238765
2314,58262780
2315,58298727
2316,58298730
2317,58325224
2318,58325258
2319,58325298
2320,58505379
2321,58505381
2322,58519337
2323,58523651
2324,58523652
2325,58523654
2326,58534752
2327,58934805
2328,58934847
2329,59301666
2330,59301667
2331,59550706
2332,59550708
2333,59550791
2334,59550818
2335,59550822
2336,59550823
2337,60146992
2338,9242787
2339,9268898
2340,9309899
2341,9309900
2342,9506677
2343,9509940
2344,9558806
2345,9764323
2346,9806592
2347,9824642
2348,9898724
2349,9939598
2350,11038996
2351,11039006
2352,11187166
2353,11187167
2354,25920875
2355,28231235
2356,28231236
2357,28232500
2358,28341890
2359,28476298
2360,28555500
2361,28694075
2362,28694076
2363,28831799
2364,28873198
2365,28894396
2366,28941814
2367,29048405
2368,29048409
2369,29048417
2370,29048418
2371,29048420
2372,29123222
2373,29337127
2374,29337136
2375,29337137
2376,29487630
2377,29487632
2378,29487633
2379,29487635
2380,29487646
2381,29487647
2382,29487648
2383,29487656
2384,29487660
2385,29487661
2386,29490956
2387,29656318
2388,29820355
2389,29820358
2390,29837127
2391,29981039
2392,30171232
2393,30171234
2394,30171235
2395,30171237
2396,30171241
2397,30769312
2398,30769351
2399,30769378
2400,31592747
2401,31625606
2402,31662786
2403,31662793
2404,31673842
2405,32053882
2406,32053944
2407,32223112
2408,32264307
2409,32284202
2410,32658287
2411,32658289
2412,32658292
2413,32788967
2414,32879723
2415,32879907
2416,32906805
2417,32906889
2418,32906923
2419,32906936
2420,32906961
2421,32907017
2422,32907024
2423,33135073
2424,33170562
2425,33170563
2426,33170579
2427,33170605
2428,33340744
2429,33340795
2430,33348846
2431,33540436
2432,33625182
2433,33625197
2434,33625452
2435,33625458
2436,34212821
2437,34488886
2438,34584746
2439,34586924
2440,34586926
2441,35102477
2442,35362486
2443,35529798
2444,35661415
2445,35913347
2446,36244716
2447,36296617
2448,36296625
2449,36296627
2450,36296645
2451,36296652
2452,36423809
2453,36423826
2454,36423846
2455,36423849
2456,36708831
2457,36792212
2458,36792214
2459,36792220
2460,36792263
2461,36792265
2462,36792272
2463,36792278
2464,36792282
2465,36792284
2466,36792293
2467,37441390
2468,37668911
2469,37668914
2470,37744470
2471,37783403
2472,37879815
2473,37893621
2474,37893622
2475,37927249
2476,37929477
2477,38233503
2478,38268033
2479,38310570
2480,38314367
2481,38314373
2482,38438284
2483,38438325
2484,38438326
2485,38438330
2486,38438353
2487,38438527
2488,38538037
2489,38644784
2490,39475630
2491,39542178
2492,39590134
2493,39590138
2494,39590139
2495,39590144
2496,39590147
2497,39590151
2498,40001142
2499,40147335
2500,40347658
2501,40347659
2502,40347690
2503,40347697
2504,40373188
2505,40375397
2506,40567451
2507,40567455
2508,40567492
2509,40567495
2510,40648809
2511,40649383
2512,40849919
2513,41183758
2514,41221258
2515,41221260
2516,41783799
2517,41817530
2518,41817532
2519,41928128
2520,41928130
2521,41945931
2522,42278462
2523,42278465
2524,42503940
2525,42573939
2526,42573958
2527,42717588
2528,42777466
2529,42777468
2530,42777913
2531,42910588
2532,42910590
2533,42910591
2534,43028839
2535,43028852
2536,43725576
2537,44152359
2538,44152360
2539,44152366
2540,44152372
2541,44152373
2542,44152380
2543,44152383
2544,44152384
2545,44152389
2546,44152392
2547,44152397
2548,44152398
2549,44152399
2550,44218334
2551,44691920
2552,44691922
2553,44691923
2554,44691928
2555,44834748
2556,44834751
2557,44870186
2558,44973221
2559,44973236
2560,45104077
2561,45104079
2562,45197469
2563,45241049
2564,45256968
2565,45256969
2566,45515143
2567,45663201
2568,45663462
2569,45929847
2570,46422166
2571,46492436
2572,46492438
2573,46492471
2574,46492477
2575,46492478
2576,46624124
2577,46624125
2578,47266988
2579,47304580
2580,47304686
2581,47490046
2582,47613426
2583,47613431
2584,47613433
2585,47613624
2586,47695963
2587,47695964
2588,47695965
2589,47695966
2590,47695984
2591,47993761
2592,48179852
2593,48280672
2594,48280675
2595,48291868
2596,48291873
2597,48291887
2598,48291891
2599,48362849
2600,48509313
2601,48903785
2602,48903787
2603,48994932
2604,49011467
2605,49053085
2606,49053086
2607,49053088
2608,49840723
2609,49840724
2610,50114538
2611,50274923
2612,50499168
2613,50530110
2614,50530217
2615,50729576
2616,50779031
2617,50870294
2618,50907004
2619,50971590
2620,50971591
2621,51125529
2622,51125530
2623,51129386
2624,51150500
2625,51388942
2626,51605458
2627,51605459
2628,51605501
2629,51824649
2630,52214629
2631,52214695
2632,52391357
2633,52402548
2634,52402555
2635,52402556
2636,52402587
2637,52402592
2638,52710401
2639,52710403
2640,52723162
2641,52970504
2642,52970506
2643,52970521
2644,52970527
2645,53157317
2646,53157468
2647,53157478
2648,53157482
2649,53198601
2650,53277983
2651,53866335
2652,53866474
2653,53866494
2654,53866496
2655,53866599
2656,54111253
2657,54111255
2658,54111259
2659,54356010
2660,54356011
2661,54520608
2662,54616411
2663,54631652
2664,55567487
2665,55606318
2666,55923168
2667,55923170
2668,55923174
2669,56174045
2670,56197440
2671,56341113
2672,56388630
2673,56388633
2674,56388636
2675,56865951
2676,56865952
2677,57525797
2678,57761558
2679,57761582
2680,57761720
2681,57837238
2682,58092229
2683,58092249
2684,58092269
2685,58156139
2686,58207377
2687,58207379
2688,58207512
2689,58238760
2690,58238761
2691,58276532
2692,58276535
2693,58276617
2694,58325188
2695,58325264
2696,58325272
2697,58325273
2698,58325275
2699,58325299
2700,58325300
2701,58519911
2702,58522636
2703,58523646
2704,58523664
2705,58523667
2706,58523671
2707,58541248
2708,58741388
2709,59550813
2710,8933584
2711,9246268
2712,9936552
2713,9939490
2714,9942836
2715,9982258
2716,10345839
2717,10396805
2718,10428132
2719,10434296
2720,11056702
2721,11056703
2722,11056704
2723,28232493
2724,28232494
2725,28476294
2726,28555586
2727,28706071
2728,28873191
2729,28893891
2730,29034514
2731,29078693
2732,29078696
2733,29078705
2734,29078706
2735,29123758
2736,29214612
2737,29243191
2738,29317657
2739,29487629
2740,29487636
2741,29487641
2742,29487645
2743,29487658
2744,29487659
2745,29487663
2746,29490959
2747,29607490
2748,29656314
2749,29656317
2750,29656323
2751,29656326
2752,29656327
2753,29819348
2754,29842347
2755,30041739
2756,30041741
2757,30171233
2758,30171240
2759,30171242
2760,30171246
2761,30171247
2762,30180193
2763,30319407
2764,30340107
2765,30340152
2766,30518748
2767,31176274
2768,31496016
2769,31662769
2770,31662770
2771,31662789
2772,31667755
2773,31782975
2774,32053940
2775,32264252
2776,32264255
2777,32264282
2778,32502402
2779,32658283
2780,32658284
2781,32658285
2782,32658290
2783,32906877
2784,32906879
2785,32906888
2786,32906927
2787,32907015
2788,33208855
2789,33208858
2790,33625180
2791,33625183
2792,33625186
2793,33625418
2794,34060995
2795,34134301
2796,34420903
2797,35326735
2798,35362479
2799,35529795
2800,35661289
2801,35661320
2802,35661332
2803,35661371
2804,35661420
2805,35661422
2806,35661423
2807,36296614
2808,36370395
2809,36423782
2810,36423847
2811,36552251
2812,36675799
2813,36792270
2814,36792280
2815,36792295
2816,36808039
2817,37024788
2818,37024789
2819,37024790
2820,38089536
2821,38089537
2822,38089574
2823,38089575
2824,38089576
2825,38089577
2826,38118382
2827,38267958
2828,38267972
2829,38313657
2830,38438295
2831,38438324
2832,38556945
2833,38842525
2834,39590135
2835,39590142
2836,39590166
2837,39590175
2838,39590181
2839,39590182
2840,39590183
2841,40075205
2842,41183751
2843,41221259
2844,41817492
2845,41927926
2846,41927933
2847,41928127
2848,41945932
2849,41990620
2850,42278469
2851,42503967
2852,42503969
2853,42503977
2854,43935369
2855,43935389
2856,44152362
2857,44152375
2858,44152385
2859,44152390
2860,44218335
2861,44340378
2862,44691932
2863,44834749
2864,45104081
2865,45241050
2866,45241051
2867,45241052
2868,45515140
2869,45515145
2870,45663208
2871,46143011
2872,46416310
2873,46422165
2874,46422167
2875,46422273
2876,46492431
2877,46492437
2878,46492453
2879,46492474
2880,46492482
2881,46591952
2882,46592091
2883,46624079
2884,46624080
2885,46997892
2886,46997913
2887,47613435
2888,47676032
2889,47695980
2890,47695988
2891,47744537
2892,47744551
2893,48081919
2894,48280674
2895,48280677
2896,48291880
2897,48291896
2898,48291904
2899,48291936
2900,48355413
2901,48355463
2902,48509244
2903,48903790
2904,49052882
2905,49086092
2906,49256430
2907,49268807
2908,49268808
2909,49388941
2910,49840707
2911,49840714
2912,49889977
2913,49898810
2914,50574692
2915,50588416
2916,50642878
2917,50971587
2918,50971588
2919,50971589
2920,51150488
2921,51388938
2922,51724285
2923,52036287
2924,52402590
2925,52402763
2926,52710646
2927,52710649
2928,52989850
2929,53157306
2930,53157472
2931,53277964
2932,53277982
2933,53277989
2934,53277990
2935,53277995
2936,53858378
2937,53866330
2938,53866331
2939,54111201
2940,54197450
2941,54223171
2942,54252175
2943,54356009
2944,54356013
2945,54356014
2946,54455647
2947,54520479
2948,55341448
2949,55373330
2950,55373463
2951,55373470
2952,55373476
2953,55569949
2954,55923169
2955,55923171
2956,56176928
2957,56176930
2958,56220611
2959,56220615
2960,56220616
2961,56220621
2962,56220623
2963,56341054
2964,56388625
2965,56388626
2966,56388629
2967,56484278
2968,56484286
2969,56592422
2970,56658894
2971,57162635
2972,57785907
2973,57957023
2974,58092228
2975,58092237
2976,58207211
2977,58207213
2978,58207406
2979,58207407
2980,58207409
2981,58207509
2982,58238766
2983,58238767
2984,58250726
2985,58276529
2986,58276530
2987,58276531
2988,58276626
2989,58298728
2990,58298733
2991,58298734
2992,58325198
2993,58325219
2994,58325221
2995,58325225
2996,58325247
2997,58325251
2998,58325252
2999,58325253
3000,58325254
3001,58325255
3002,58325259
3003,58325271
3004,58325276
3005,58325277
3006,58325278
3007,58325284
3008,58325285
3009,58325295
3010,58325302
3011,58325303
3012,58522557
3013,58522639
3014,58523644
3015,58523645
3016,58523648
3017,58523662
3018,58523672
3019,58523673
3020,59262196
3021,60146936
3022,60146991
3023,60147028
3024,60147031
3025,8939731
3026,9260512
3027,9294734
3028,9948014
3029,9948055
3030,9951040
3031,9978268
3032,10472140
3033,11039003
3034,11056701
3035,28160584
3036,28231225
3037,28232502
3038,28232504
3039,28476288
3040,28873194
3041,28893893
3042,29078691
3043,29078692
3044,29078699
3045,29082445
3046,29314047
3047,29314048
3048,29487631
3049,29487637
3050,29487639
3051,29487652
3052,29656303
3053,29656311
3054,29656324
3055,29677382
3056,29820359
3057,29820360
3058,29820369
3059,29820370
3060,29820371
3061,29837097
3062,29837126
3063,29842308
3064,29842346
3065,29981046
3066,29981054
3067,30028001
3068,30041737
3069,30041738
3070,30041740
3071,30041742
3072,30041743
3073,30041745
3074,30171243
3075,30503909
3076,30763601
3077,31496073
3078,31662795
3079,31662800
3080,31662805
3081,32053941
3082,32053942
3083,32053945
3084,32264225
3085,32264226
3086,32264270
3087,32658288
3088,32907041
3089,33454773
3090,33522272
3091,33522281
3092,33522294
3093,33625151
3094,33625195
3095,33625394
3096,33625395
3097,33625461
3098,34060996
3099,34061002
3100,34134355
3101,35221149
3102,36244708
3103,36296615
3104,36423823
3105,36423844
3106,36552220
3107,36707166
3108,36792256
3109,36792290
3110,37458209
3111,38453305
3112,39059420
3113,39059422
3114,39414256
3115,39414257
3116,39590146
3117,39590158
3118,39590180
3119,39590185
3120,39590191
3121,39687758
3122,39955847
3123,39955979
3124,40347691
3125,40375618
3126,40641337
3127,40685500
3128,40742211
3129,41230773
3130,41230774
3131,41230776
3132,41297356
3133,41297357
3134,41297358
3135,41297359
3136,41297360
3137,41297362
3138,41297363
3139,41817531
3140,41927922
3141,41927923
3142,41927924
3143,41927925
3144,41927930
3145,41928129
3146,42278464
3147,42744268
3148,42744281
3149,42777467
3150,42777469
3151,42835723
3152,42910586
3153,43074723
3154,44152364
3155,44152369
3156,44152381
3157,44691901
3158,44691902
3159,44691925
3160,44691926
3161,44834747
3162,44834753
3163,44834761
3164,44973237
3165,45043998
3166,45241062
3167,45271231
3168,45285292
3169,45383718
3170,45663114
3171,45663195
3172,45919013
3173,45919019
3174,46422286
3175,46492476
3176,46581407
3177,46624129
3178,46997894
3179,46997905
3180,46997908
3181,46997916
3182,46997923
3183,47006217
3184,47006993
3185,47006995
3186,47007033
3187,47007034
3188,47266978
3189,47486766
3190,47695959
3191,47695983
3192,47695986
3193,47837340
3194,47843612
3195,48291941
3196,48291968
3197,48291988
3198,48291999
3199,48355412
3200,48645960
3201,48903788
3202,48994919
3203,49052864
3204,49052865
3205,49268804
3206,49388940
3207,49389247
3208,49840708
3209,49840722
3210,49898809
3211,49898811
3212,49898812
3213,50034061
3214,50034062
3215,50274810
3216,50274922
3217,50633931
3218,50642879
3219,50884227
3220,50884229
3221,50971586
3222,51075471
3223,51150489
3224,52214702
3225,52402744
3226,52405585
3227,52970512
3228,52970517
3229,52970522
3230,53198565
3231,53277648
3232,53277884
3233,53277978
3234,53277986
3235,53277992
3236,53277994
3237,53278000
3238,53278001
3239,53278243
3240,53866332
3241,53866333
3242,54197445
3243,55230607
3244,55230611
3245,55321718
3246,55373474
3247,55373475
3248,55373477
3249,55373478
3250,55729467
3251,55923172
3252,55923173
3253,55923176
3254,56176932
3255,56220180
3256,56220192
3257,56220196
3258,56220206
3259,56220297
3260,56220612
3261,56220613
3262,56220614
3263,56220622
3264,56340993
3265,56341093
3266,56341121
3267,56341123
3268,56341124
3269,57370675
3270,57541571
3271,57761772
3272,57872999
3273,57873001
3274,57956899
3275,57957022
3276,58207212
3277,58207376
3278,58207507
3279,58207508
3280,58238763
3281,58250699
3282,58250727
3283,58250728
3284,58276615
3285,58276622
3286,58276624
3287,58298735
3288,58298787
3289,58298788
3290,58325192
3291,58325194
3292,58325196
3293,58325215
3294,58325216
3295,58325217
3296,58325218
3297,58325222
3298,58325226
3299,58325248
3300,58325270
3301,58325281
3302,58325283
3303,58325291
3304,58325294
3305,58522558
3306,58522559
3307,58522563
3308,58522568
3309,58522992
3310,58523647
3311,58523649
3312,58523650
3313,58523653
3314,58523660
3315,58523675
3316,60066105
3317,60146941
3318,60146994
3319,60146996
3320,60146997
3321,60147001
3322,60147003
3323,60209407
3324,8827935
3325,9268682
3326,9934379
3327,9942215
3328,9948968
3329,9948981
3330,9949999
3331,9950084
3332,10457624
3333,10457625
3334,10457626
3335,10457627
3336,10457628
3337,10457629
3338,10457630
3339,10457631
3340,10457632
3341,10457955
3342,10494115
3343,10494116
3344,10494132
3345,10494133
3346,10494231
3347,10497168
3348,10498075
3349,10504692
3350,10505674
3351,10507898
3352,10507899
3353,10507900
3354,10508008
3355,10508778
3356,10508833
3357,10509682
3358,10513807
3359,10531142
3360,10548968
3361,11015278
3362,28476296
3363,28764423
3364,28764424
3365,28873190
3366,28873192
3367,28873196
3368,29078709
3369,29154559
3370,29351945
3371,29432857
3372,29432858
3373,29432860
3374,29432864
3375,29432867
3376,29454546
3377,29487649
3378,29656297
3379,29656302
3380,29656306
3381,29837125
3382,29842348
3383,29901904
3384,29901905
3385,30171238
3386,30180201
3387,30180389
3388,30207456
3389,30518751
3390,30763887
3391,31106886
3392,31106894
3393,31496015
3394,31496017
3395,31496384
3396,31662768
3397,31662808
3398,32264254
3399,32264260
3400,32264263
3401,32264268
3402,32264281
3403,32381022
3404,32502424
3405,32502580
3406,32803925
3407,32879915
3408,32907026
3409,33340778
3410,33454770
3411,33464632
3412,33625148
3413,33625152
3414,33625187
3415,33625382
3416,33625456
3417,33625459
3418,33817032
3419,33823240
3420,33907589
3421,34047299
3422,34060994
3423,34060998
3424,34441937
3425,34586931
3426,34786167
3427,34990813
3428,35221138
3429,35809464
3430,35940820
3431,35940961
3432,35950465
3433,36075017
3434,36552249
3435,36732027
3436,36770527
3437,36792218
3438,36792267
3439,36792276
3440,36792292
3441,36825932
3442,37131335
3443,37456415
3444,38298900
3445,38372692
3446,38594738
3447,38644753
3448,39414251
3449,39590141
3450,39590162
3451,40001645
3452,40001665
3453,40076388
3454,40116563
3455,40308715
3456,40347694
3457,40347695
3458,40347696
3459,41183752
3460,41290632
3461,41290633
3462,41297361
3463,41298247
3464,41393417
3465,41393418
3466,41410250
3467,41430464
3468,41518483
3469,41518507
3470,41914418
3471,41927932
3472,42088170
3473,42504018
3474,42576214
3475,42648083
3476,42744270
3477,42744273
3478,42981212
3479,43629662
3480,43935420
3481,44152365
3482,44152368
3483,44152370
3484,44152374
3485,44152376
3486,44152377
3487,44152391
3488,44152393
3489,44370203
3490,44370216
3491,44627988
3492,44691903
3493,44691904
3494,44691908
3495,44691909
3496,44691921
3497,45241053
3498,45241056
3499,45285281
3500,45515141
3501,45663212
3502,45663274
3503,45854478
3504,46172258
3505,46492435
3506,46492473
3507,46492475
3508,46492493
3509,46545958
3510,46624118
3511,46997896
3512,46997920
3513,46997930
3514,47006994
3515,47006996
3516,47007032
3517,47486763
3518,47613418
3519,47744531
3520,48355411
3521,48395740
3522,48804781
3523,48903784
3524,48903794
3525,48903795
3526,48903799
3527,49052938
3528,49086048
3529,49086050
3530,49198055
3531,49840721
3532,50385366
3533,50588415
3534,50633945
3535,51388934
3536,51388935
3537,52214635
3538,52277662
3539,52405586
3540,52405587
3541,52710400
3542,52970508
3543,52970529
3544,53157470
3545,53277509
3546,53277595
3547,53277891
3548,53277981
3549,53277988
3550,53277999
3551,53696985
3552,53708284
3553,53934533
3554,54630622
3555,54630641
3556,55230743
3557,55230744
3558,55351984
3559,55351986
3560,55351988
3561,55373472
3562,55623042
3563,55623045
3564,55623047
3565,55701762
3566,55701763
3567,55701779
3568,55701780
3569,55701781
3570,55923175
3571,56220176
3572,56220178
3573,56220195
3574,56220208
3575,56220210
3576,56220610
3577,56220617
3578,56220620
3579,56340995
3580,56341050
3581,56341051
3582,56341060
3583,56911930
3584,56919258
3585,57419549
3586,57541572
3587,57761768
3588,57785916
3589,57873003
3590,58250700
3591,58250701
3592,58276096
3593,58276120
3594,58276618
3595,58276620
3596,58276633
3597,58276823
3598,58298729
3599,58298737
3600,58325189
3601,58325190
3602,58325191
3603,58325193
3604,58325249
3605,58325256
3606,58325274
3607,58325279
3608,58325280
3609,58325282
3610,58325287
3611,58325292
3612,58325293
3613,58325297
3614,58327122
3615,58422125
3616,58522561
3617,58522565
3618,58523656
3619,58523657
3620,58523658
3621,58523663
3622,58523665
3623,58523668
3624,58523669
3625,58523670
3626,58523674
3627,59098195
3628,59098197
3629,59098220
3630,59098225
3631,59098229
3632,59098231
3633,59098233
3634,59098235
3635,59098241
3636,59451182
3637,59451183
3638,59451184
3639,60066099
3640,60066100
3641,60066101
3642,60066102
3643,60066103
3644,60066104
3645,60066106
3646,60066107
3647,60146939
3648,9948148
3649,9949040
3650,9951097
3651,28196403
3652,28232268
3653,28338141
3654,28338161
3655,28451754
3656,28476297
3657,28662379
3658,28873195
3659,28873197
3660,28947945
3661,29346148
3662,29432863
3663,29432869
3664,29454548
3665,29519550
3666,29656301
3667,29656307
3668,29656309
3669,29656312
3670,29656315
3671,29656316
3672,29656322
3673,29697423
3674,30223419
3675,30518745
3676,31106870
3677,31106881
3678,31496022
3679,31662792
3680,31662801
3681,31662802
3682,31662804
3683,31662806
3684,31662807
3685,32124900
3686,32124903
3687,32264256
3688,32264257
3689,32264273
3690,32502600
3691,32502629
3692,32734037
3693,33464638
3694,33464704
3695,33625465
3696,33817087
3697,34513262
3698,34513284
3699,34586928
3700,34786166
3701,34786168
3702,34786179
3703,35327725
3704,35809433
3705,35809435
3706,35809439
3707,35940676
3708,36792216
3709,36825937
3710,37214849
3711,37598012
3712,37668929
3713,38774469
3714,38893672
3715,39164926
3716,39590154
3717,39590172
3718,39590176
3719,39590177
3720,39590178
3721,39590179
3722,40001643
3723,40076387
3724,40322727
3725,40627683
3726,40742105
3727,40742212
3728,41221275
3729,41230775
3730,41518485
3731,41703235
3732,42717485
3733,43104618
3734,44370202
3735,44599920
3736,44691927
3737,44834750
3738,44834759
3739,44834760
3740,45383532
3741,45663198
3742,45663265
3743,45663266
3744,45663464
3745,45663467
3746,45663468
3747,45919014
3748,46492439
3749,46492472
3750,46492479
3751,46492480
3752,46581410
3753,46624119
3754,46997925
3755,46997926
3756,47266968
3757,48903793
3758,48903801
3759,49052863
3760,49052931
3761,49052948
3762,49053081
3763,49053084
3764,49053159
3765,49086041
3766,49712924
3767,49749605
3768,49749606
3769,50901140
3770,51893450
3771,52465821
3772,52710645
3773,52952295
3774,52970525
3775,53277886
3776,53277892
3777,53277977
3778,53277987
3779,53277991
3780,53277993
3781,53278002
3782,53278242
3783,53278244
3784,53278245
3785,53708236
3786,54588461
3787,55230609
3788,55230745
3789,55351981
3790,55351985
3791,55373471
3792,55373473
3793,55415487
3794,55623041
3795,55623043
3796,55623046
3797,55623050
3798,55623053
3799,55701764
3800,55701770
3801,55701777
3802,55701778
3803,55701783
3804,55701784
3805,55701785
3806,56220174
3807,56220183
3808,56220212
3809,56220609
3810,56340991
3811,56340994
3812,56340996
3813,56341052
3814,56341053
3815,56489284
3816,56489285
3817,56612037
3818,56911892
3819,56911893
3820,56911894
3821,56911895
3822,56911897
3823,56911898
3824,56911900
3825,56911901
3826,56911902
3827,56911903
3828,56911904
3829,56911905
3830,56911906
3831,56911908
3832,56911909
3833,56911910
3834,56919273
3835,57143080
3836,57541573
3837,57761560
3838,57761718
3839,58276132
3840,58276154
3841,58276538
3842,58298731
3843,58325195
3844,58325223
3845,58325250
3846,58325290
3847,58325301
3848,58327121
3849,58422943
3850,58523655
3851,58523659
3852,58523661
3853,58523666
3854,58597398
3855,58625448
3856,58625449
3857,59080391
3858,59098199
3859,59098201
3860,59098203
3861,59098205
3862,59098207
3863,59098212
3864,59098213
3865,59098214
3866,59098215
3867,59098216
3868,59098217
3869,59098218
3870,59098219
3871,59098221
3872,59098223
3873,59098227
3874,59098236
3875,59098237
3876,59098238
3877,59098239
3878,59451185
3879,59451189
3880,60146938
3881,60146999
3882,28204808
3883,28476291
3884,28947938
3885,28947941
3886,29346139
3887,29351949
3888,29448637
3889,29448638
3890,29656319
3891,29656320
3892,29656321
3893,29656329
3894,29842309
3895,29901267
3896,29901316
3897,30171244
3898,30223413
3899,30763547
3900,30852066
3901,31106872
3902,31496301
3903,31496383
3904,31662785
3905,31662803
3906,32124904
3907,32264253
3908,32264271
3909,32264297
3910,32264306
3911,32598377
3912,32658286
3913,32733999
3914,32734036
3915,32801121
3916,32906932
3917,33625412
3918,33625417
3919,34037179
3920,34037338
3921,34513261
3922,34586927
3923,34786161
3924,35038187
3925,35321854
3926,35809426
3927,35809428
3928,35809430
3929,35809432
3930,35809436
3931,35809438
3932,35940822
3933,35950464
3934,36792258
3935,37744469
3936,38063065
3937,38139597
3938,38893536
3939,38893673
3940,38893679
3941,40005061
3942,40116564
3943,40375628
3944,41378682
3945,41440627
3946,41440630
3947,41914419
3948,41927929
3949,42471802
3950,42648105
3951,42717585
3952,43629670
3953,44691919
3954,44691936
3955,45033277
3956,45111170
3957,45241058
3958,45854488
3959,45919010
3960,45919018
3961,46087873
3962,46243541
3963,46997898
3964,46997909
3965,46997922
3966,46997927
3967,47138896
3968,47266992
3969,48291966
3970,48355414
3971,48355436
3972,48395662
3973,48395663
3974,48395728
3975,48796453
3976,48903791
3977,48903792
3978,48903796
3979,48912056
3980,49052934
3981,49052936
3982,49053082
3983,49053083
3984,49086037
3985,49086038
3986,49086039
3987,49086043
3988,49086049
3989,49086053
3990,49086056
3991,49086057
3992,49086058
3993,49086243
3994,49401119
3995,49749604
3996,49749612
3997,51150543
3998,51813969
3999,52905621
4000,52952299
4001,52970519
4002,52970531
4003,53277965
4004,53277984
4005,53277985
4006,53886893
4007,54814167
4008,55345117
4009,55345118
4010,55345119
4011,55351983
4012,55351987
4013,55623044
4014,55701765
4015,55701767
4016,55701769
4017,56220191
4018,56220204
4019,56295256
4020,56340992
4021,56341056
4022,56341059
4023,56341061
4024,56341122
4025,56911907
4026,56911920
4027,56911928
4028,57541569
4029,57695720
4030,57785918
4031,57840464
4032,57857747
4033,58141387
4034,58276090
4035,58276092
4036,58276133
4037,58276527
4038,58325288
4039,58325296
4040,58597399
4041,58624879
4042,58624886
4043,58624912
4044,58625428
4045,59512285
4046,9261807
4047,28232270
4048,28947936
4049,28947940
4050,28947942
4051,28947944
4052,28947946
4053,28947950
4054,29432862
4055,29454559
4056,29656295
4057,29656304
4058,29656305
4059,29656308
4060,29656313
4061,29656325
4062,29656328
4063,30171236
4064,30171245
4065,30223430
4066,31106884
4067,31175602
4068,31175640
4069,31496351
4070,31912547
4071,32124901
4072,32264250
4073,32264251
4074,32264261
4075,32264287
4076,32264292
4077,32502427
4078,32734027
4079,32734028
4080,32734030
4081,32734031
4082,32734038
4083,33464658
4084,34037094
4085,34079757
4086,34513260
4087,34786157
4088,34786163
4089,34786164
4090,34786362
4091,35809427
4092,35809429
4093,35809431
4094,35809437
4095,35809440
4096,37131231
4097,37131251
4098,38139598
4099,38893364
4100,38893488
4101,38893671
4102,38893675
4103,38893677
4104,40116561
4105,40587888
4106,40587919
4107,40742209
4108,41183724
4109,41378677
4110,41378683
4111,41914417
4112,42471803
4113,42744272
4114,44599921
4115,44691907
4116,45241047
4117,45383533
4118,45854479
4119,46243533
4120,46581409
4121,46997900
4122,46997903
4123,48081920
4124,48355415
4125,48684508
4126,48903798
4127,49052835
4128,49052935
4129,49052937
4130,49052943
4131,49052944
4132,49052945
4133,49052946
4134,49052947
4135,49053080
